Congress,Name,State or Territory,Party,Service,url,img,Footnote
103rd (1993-1995),"HASTINGS, Alcee Lamar",FL,Democrat,House,https://history.house.gov/People/Detail/14683,https://historycms2.house.gov/uploadedImages/People/Listing/H/H000324(1).jpg,
104th (1995-1997),"HASTINGS, Alcee Lamar",FL,Democrat,House,https://history.house.gov/People/Detail/14683,https://historycms2.house.gov/uploadedImages/People/Listing/H/H000324(1).jpg,
105th (1997-1999),"HASTINGS, Alcee Lamar",FL,Democrat,House,https://history.house.gov/People/Detail/14683,https://historycms2.house.gov/uploadedImages/People/Listing/H/H000324(1).jpg,
106th (1999-2001),"HASTINGS, Alcee Lamar",FL,Democrat,House,https://history.house.gov/People/Detail/14683,https://historycms2.house.gov/uploadedImages/People/Listing/H/H000324(1).jpg,
107th (2001-2003),"HASTINGS, Alcee Lamar",FL,Democrat,House,https://history.house.gov/People/Detail/14683,https://historycms2.house.gov/uploadedImages/People/Listing/H/H000324(1).jpg,
108th (2003-2005),"HASTINGS, Alcee Lamar",FL,Democrat,House,https://history.house.gov/People/Detail/14683,https://historycms2.house.gov/uploadedImages/People/Listing/H/H000324(1).jpg,
109th (2005-2007),"HASTINGS, Alcee Lamar",FL,Democrat,House,https://history.house.gov/People/Detail/14683,https://historycms2.house.gov/uploadedImages/People/Listing/H/H000324(1).jpg,
110th (2007-2009),"HASTINGS, Alcee Lamar",FL,Democrat,House,https://history.house.gov/People/Detail/14683,https://historycms2.house.gov/uploadedImages/People/Listing/H/H000324(1).jpg,
111th (2009-2011),"HASTINGS, Alcee Lamar",FL,Democrat,House,https://history.house.gov/People/Detail/14683,https://historycms2.house.gov/uploadedImages/People/Listing/H/H000324(1).jpg,
112th (2011-2013),"HASTINGS, Alcee Lamar",FL,Democrat,House,https://history.house.gov/People/Detail/14683,https://historycms2.house.gov/uploadedImages/People/Listing/H/H000324(1).jpg,
113th (2013-2015),"HASTINGS, Alcee Lamar",FL,Democrat,House,https://history.house.gov/People/Detail/14683,https://historycms2.house.gov/uploadedImages/People/Listing/H/H000324(1).jpg,
114th (2015-2017),"HASTINGS, Alcee Lamar",FL,Democrat,House,https://history.house.gov/People/Detail/14683,https://historycms2.house.gov/uploadedImages/People/Listing/H/H000324(1).jpg,
115th (2017-2019),"HASTINGS, Alcee Lamar",FL,Democrat,House,https://history.house.gov/People/Detail/14683,https://historycms2.house.gov/uploadedImages/People/Listing/H/H000324(1).jpg,
116th (2019-2021),"HASTINGS, Alcee Lamar",FL,Democrat,House,https://history.house.gov/People/Detail/14683,https://historycms2.house.gov/uploadedImages/People/Listing/H/H000324(1).jpg,
117th (2021-2023),"HASTINGS, Alcee Lamar",FL,Democrat,House,https://history.house.gov/People/Detail/14683,https://historycms2.house.gov/uploadedImages/People/Listing/H/H000324(1).jpg,
103rd (1993-1995),"HILLIARD, Earl Frederick",AL,Democrat,House,https://history.house.gov/People/Detail/15053,https://historycms2.house.gov/uploadedImages/People/Listing/H/H000621(1).jpg,
104th (1995-1997),"HILLIARD, Earl Frederick",AL,Democrat,House,https://history.house.gov/People/Detail/15053,https://historycms2.house.gov/uploadedImages/People/Listing/H/H000621(1).jpg,
105th (1997-1999),"HILLIARD, Earl Frederick",AL,Democrat,House,https://history.house.gov/People/Detail/15053,https://historycms2.house.gov/uploadedImages/People/Listing/H/H000621(1).jpg,
106th (1999-2001),"HILLIARD, Earl Frederick",AL,Democrat,House,https://history.house.gov/People/Detail/15053,https://historycms2.house.gov/uploadedImages/People/Listing/H/H000621(1).jpg,
107th (2001-2003),"HILLIARD, Earl Frederick",AL,Democrat,House,https://history.house.gov/People/Detail/15053,https://historycms2.house.gov/uploadedImages/People/Listing/H/H000621(1).jpg,
103rd (1993-1995),"JOHNSON, Eddie Bernice",TX,Democrat,House,https://history.house.gov/People/Detail/15852,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000126.jpg,
104th (1995-1997),"JOHNSON, Eddie Bernice",TX,Democrat,House,https://history.house.gov/People/Detail/15852,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000126.jpg,
105th (1997-1999),"JOHNSON, Eddie Bernice",TX,Democrat,House,https://history.house.gov/People/Detail/15852,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000126.jpg,
106th (1999-2001),"JOHNSON, Eddie Bernice",TX,Democrat,House,https://history.house.gov/People/Detail/15852,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000126.jpg,
107th (2001-2003),"JOHNSON, Eddie Bernice",TX,Democrat,House,https://history.house.gov/People/Detail/15852,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000126.jpg,
108th (2003-2005),"JOHNSON, Eddie Bernice",TX,Democrat,House,https://history.house.gov/People/Detail/15852,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000126.jpg,
109th (2005-2007),"JOHNSON, Eddie Bernice",TX,Democrat,House,https://history.house.gov/People/Detail/15852,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000126.jpg,
110th (2007-2009),"JOHNSON, Eddie Bernice",TX,Democrat,House,https://history.house.gov/People/Detail/15852,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000126.jpg,
111th (2009-2011),"JOHNSON, Eddie Bernice",TX,Democrat,House,https://history.house.gov/People/Detail/15852,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000126.jpg,
112th (2011-2013),"JOHNSON, Eddie Bernice",TX,Democrat,House,https://history.house.gov/People/Detail/15852,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000126.jpg,
113th (2013-2015),"JOHNSON, Eddie Bernice",TX,Democrat,House,https://history.house.gov/People/Detail/15852,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000126.jpg,
114th (2015-2017),"JOHNSON, Eddie Bernice",TX,Democrat,House,https://history.house.gov/People/Detail/15852,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000126.jpg,
115th (2017-2019),"JOHNSON, Eddie Bernice",TX,Democrat,House,https://history.house.gov/People/Detail/15852,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000126.jpg,
116th (2019-2021),"JOHNSON, Eddie Bernice",TX,Democrat,House,https://history.house.gov/People/Detail/15852,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000126.jpg,
117th (2021-2023),"JOHNSON, Eddie Bernice",TX,Democrat,House,https://history.house.gov/People/Detail/15852,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000126.jpg,
103rd (1993-1995),"MCKINNEY, Cynthia Ann",GA,Democrat,House,https://history.house.gov/People/Detail/17982,https://historycms2.house.gov/uploadedImages/People/Listing/M/M000523.jpg,
104th (1995-1997),"MCKINNEY, Cynthia Ann",GA,Democrat,House,https://history.house.gov/People/Detail/17982,https://historycms2.house.gov/uploadedImages/People/Listing/M/M000523.jpg,
105th (1997-1999),"MCKINNEY, Cynthia Ann",GA,Democrat,House,https://history.house.gov/People/Detail/17982,https://historycms2.house.gov/uploadedImages/People/Listing/M/M000523.jpg,
106th (1999-2001),"MCKINNEY, Cynthia Ann",GA,Democrat,House,https://history.house.gov/People/Detail/17982,https://historycms2.house.gov/uploadedImages/People/Listing/M/M000523.jpg,
107th (2001-2003),"MCKINNEY, Cynthia Ann",GA,Democrat,House,https://history.house.gov/People/Detail/17982,https://historycms2.house.gov/uploadedImages/People/Listing/M/M000523.jpg,
109th (2005-2007),"MCKINNEY, Cynthia Ann",GA,Democrat,House,https://history.house.gov/People/Detail/17982,https://historycms2.house.gov/uploadedImages/People/Listing/M/M000523.jpg,
103rd (1993-1995),"MEEK, Carrie P.",FL,Democrat,House,https://history.house.gov/People/Detail/18110,https://historycms2.house.gov/uploadedImages/People/Listing/M/M000628.jpg,
104th (1995-1997),"MEEK, Carrie P.",FL,Democrat,House,https://history.house.gov/People/Detail/18110,https://historycms2.house.gov/uploadedImages/People/Listing/M/M000628.jpg,
105th (1997-1999),"MEEK, Carrie P.",FL,Democrat,House,https://history.house.gov/People/Detail/18110,https://historycms2.house.gov/uploadedImages/People/Listing/M/M000628.jpg,
106th (1999-2001),"MEEK, Carrie P.",FL,Democrat,House,https://history.house.gov/People/Detail/18110,https://historycms2.house.gov/uploadedImages/People/Listing/M/M000628.jpg,
107th (2001-2003),"MEEK, Carrie P.",FL,Democrat,House,https://history.house.gov/People/Detail/18110,https://historycms2.house.gov/uploadedImages/People/Listing/M/M000628.jpg,
103rd (1993-1995),"MOSELEY BRAUN, Carol",IL,Democrat,Senate,https://history.house.gov/People/Detail/18611,https://historycms2.house.gov/uploadedImages/People/Listing/M/M001025.jpg,
104th (1995-1997),"MOSELEY BRAUN, Carol",IL,Democrat,Senate,https://history.house.gov/People/Detail/18611,https://historycms2.house.gov/uploadedImages/People/Listing/M/M001025.jpg,
105th (1997-1999),"MOSELEY BRAUN, Carol",IL,Democrat,Senate,https://history.house.gov/People/Detail/18611,https://historycms2.house.gov/uploadedImages/People/Listing/M/M001025.jpg,
103rd (1993-1995),"REYNOLDS, Mel",IL,Democrat,House,https://history.house.gov/People/Detail/20307,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000178.jpg,
104th (1995-1997),"REYNOLDS, Mel",IL,Democrat,House,https://history.house.gov/People/Detail/20307,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000178.jpg,"Mel Reynolds resigned on October 1, 1995, and was succeeded by Jesse L. Jackson, Jr., on December 12, 1995."
103rd (1993-1995),"RUSH, Bobby L.",IL,Democrat,House,https://history.house.gov/People/Detail/20721,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000515.jpg,
104th (1995-1997),"RUSH, Bobby L.",IL,Democrat,House,https://history.house.gov/People/Detail/20721,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000515.jpg,
105th (1997-1999),"RUSH, Bobby L.",IL,Democrat,House,https://history.house.gov/People/Detail/20721,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000515.jpg,
106th (1999-2001),"RUSH, Bobby L.",IL,Democrat,House,https://history.house.gov/People/Detail/20721,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000515.jpg,
107th (2001-2003),"RUSH, Bobby L.",IL,Democrat,House,https://history.house.gov/People/Detail/20721,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000515.jpg,
108th (2003-2005),"RUSH, Bobby L.",IL,Democrat,House,https://history.house.gov/People/Detail/20721,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000515.jpg,
109th (2005-2007),"RUSH, Bobby L.",IL,Democrat,House,https://history.house.gov/People/Detail/20721,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000515.jpg,
110th (2007-2009),"RUSH, Bobby L.",IL,Democrat,House,https://history.house.gov/People/Detail/20721,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000515.jpg,
111th (2009-2011),"RUSH, Bobby L.",IL,Democrat,House,https://history.house.gov/People/Detail/20721,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000515.jpg,
112th (2011-2013),"RUSH, Bobby L.",IL,Democrat,House,https://history.house.gov/People/Detail/20721,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000515.jpg,
113th (2013-2015),"RUSH, Bobby L.",IL,Democrat,House,https://history.house.gov/People/Detail/20721,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000515.jpg,
114th (2015-2017),"RUSH, Bobby L.",IL,Democrat,House,https://history.house.gov/People/Detail/20721,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000515.jpg,
115th (2017-2019),"RUSH, Bobby L.",IL,Democrat,House,https://history.house.gov/People/Detail/20721,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000515.jpg,
116th (2019-2021),"RUSH, Bobby L.",IL,Democrat,House,https://history.house.gov/People/Detail/20721,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000515.jpg,
117th (2021-2023),"RUSH, Bobby L.",IL,Democrat,House,https://history.house.gov/People/Detail/20721,https://historycms2.house.gov/uploadedImages/People/Listing/R/R000515.jpg,
103rd (1993-1995),"SCOTT, Robert C.",VA,Democrat,House,https://history.house.gov/People/Detail/21368,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000185.jpg,
104th (1995-1997),"SCOTT, Robert C.",VA,Democrat,House,https://history.house.gov/People/Detail/21368,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000185.jpg,
105th (1997-1999),"SCOTT, Robert C.",VA,Democrat,House,https://history.house.gov/People/Detail/21368,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000185.jpg,
106th (1999-2001),"SCOTT, Robert C.",VA,Democrat,House,https://history.house.gov/People/Detail/21368,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000185.jpg,
107th (2001-2003),"SCOTT, Robert C.",VA,Democrat,House,https://history.house.gov/People/Detail/21368,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000185.jpg,
108th (2003-2005),"SCOTT, Robert C.",VA,Democrat,House,https://history.house.gov/People/Detail/21368,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000185.jpg,
109th (2005-2007),"SCOTT, Robert C.",VA,Democrat,House,https://history.house.gov/People/Detail/21368,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000185.jpg,
110th (2007-2009),"SCOTT, Robert C.",VA,Democrat,House,https://history.house.gov/People/Detail/21368,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000185.jpg,
111th (2009-2011),"SCOTT, Robert C.",VA,Democrat,House,https://history.house.gov/People/Detail/21368,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000185.jpg,
112th (2011-2013),"SCOTT, Robert C.",VA,Democrat,House,https://history.house.gov/People/Detail/21368,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000185.jpg,
113th (2013-2015),"SCOTT, Robert C.",VA,Democrat,House,https://history.house.gov/People/Detail/21368,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000185.jpg,
114th (2015-2017),"SCOTT, Robert C.",VA,Democrat,House,https://history.house.gov/People/Detail/21368,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000185.jpg,
115th (2017-2019),"SCOTT, Robert C.",VA,Democrat,House,https://history.house.gov/People/Detail/21368,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000185.jpg,
116th (2019-2021),"SCOTT, Robert C.",VA,Democrat,House,https://history.house.gov/People/Detail/21368,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000185.jpg,
117th (2021-2023),"SCOTT, Robert C.",VA,Democrat,House,https://history.house.gov/People/Detail/21368,https://historycms2.house.gov/uploadedImages/People/Listing/S/S000185.jpg,
103rd (1993-1995),"THOMPSON, Bennie",MS,Democrat,House,https://history.house.gov/People/Detail/22870,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000193.jpg,
104th (1995-1997),"THOMPSON, Bennie",MS,Democrat,House,https://history.house.gov/People/Detail/22870,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000193.jpg,
105th (1997-1999),"THOMPSON, Bennie",MS,Democrat,House,https://history.house.gov/People/Detail/22870,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000193.jpg,
106th (1999-2001),"THOMPSON, Bennie",MS,Democrat,House,https://history.house.gov/People/Detail/22870,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000193.jpg,
107th (2001-2003),"THOMPSON, Bennie",MS,Democrat,House,https://history.house.gov/People/Detail/22870,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000193.jpg,
108th (2003-2005),"THOMPSON, Bennie",MS,Democrat,House,https://history.house.gov/People/Detail/22870,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000193.jpg,
109th (2005-2007),"THOMPSON, Bennie",MS,Democrat,House,https://history.house.gov/People/Detail/22870,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000193.jpg,
110th (2007-2009),"THOMPSON, Bennie",MS,Democrat,House,https://history.house.gov/People/Detail/22870,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000193.jpg,
111th (2009-2011),"THOMPSON, Bennie",MS,Democrat,House,https://history.house.gov/People/Detail/22870,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000193.jpg,
112th (2011-2013),"THOMPSON, Bennie",MS,Democrat,House,https://history.house.gov/People/Detail/22870,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000193.jpg,
113th (2013-2015),"THOMPSON, Bennie",MS,Democrat,House,https://history.house.gov/People/Detail/22870,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000193.jpg,
114th (2015-2017),"THOMPSON, Bennie",MS,Democrat,House,https://history.house.gov/People/Detail/22870,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000193.jpg,
115th (2017-2019),"THOMPSON, Bennie",MS,Democrat,House,https://history.house.gov/People/Detail/22870,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000193.jpg,
116th (2019-2021),"THOMPSON, Bennie",MS,Democrat,House,https://history.house.gov/People/Detail/22870,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000193.jpg,
117th (2021-2023),"THOMPSON, Bennie",MS,Democrat,House,https://history.house.gov/People/Detail/22870,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000193.jpg,
103rd (1993-1995),"TUCKER, Walter R., III",CA,Democrat,House,https://history.house.gov/People/Detail/23129,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000405.jpg,
104th (1995-1997),"TUCKER, Walter R., III",CA,Democrat,House,https://history.house.gov/People/Detail/23129,https://historycms2.house.gov/uploadedImages/People/Listing/T/T000405.jpg,"Walter R. Tucker III resigned on December 15, 1995, and was succeeded by Juanita Millender-McDonald on March 26, 1996."
103rd (1993-1995),"WATT, Melvin L.",NC,Democrat,House,https://history.house.gov/People/Detail/23463,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000207.jpg,
104th (1995-1997),"WATT, Melvin L.",NC,Democrat,House,https://history.house.gov/People/Detail/23463,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000207.jpg,
105th (1997-1999),"WATT, Melvin L.",NC,Democrat,House,https://history.house.gov/People/Detail/23463,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000207.jpg,
106th (1999-2001),"WATT, Melvin L.",NC,Democrat,House,https://history.house.gov/People/Detail/23463,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000207.jpg,
107th (2001-2003),"WATT, Melvin L.",NC,Democrat,House,https://history.house.gov/People/Detail/23463,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000207.jpg,
108th (2003-2005),"WATT, Melvin L.",NC,Democrat,House,https://history.house.gov/People/Detail/23463,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000207.jpg,
109th (2005-2007),"WATT, Melvin L.",NC,Democrat,House,https://history.house.gov/People/Detail/23463,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000207.jpg,
110th (2007-2009),"WATT, Melvin L.",NC,Democrat,House,https://history.house.gov/People/Detail/23463,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000207.jpg,
111th (2009-2011),"WATT, Melvin L.",NC,Democrat,House,https://history.house.gov/People/Detail/23463,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000207.jpg,
112th (2011-2013),"WATT, Melvin L.",NC,Democrat,House,https://history.house.gov/People/Detail/23463,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000207.jpg,
113th (2013-2015),"WATT, Melvin L.",NC,Democrat,House,https://history.house.gov/People/Detail/23463,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000207.jpg,
103rd (1993-1995),"WYNN, Albert Russell",MD,Democrat,House,https://history.house.gov/People/Detail/24158,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000784.jpg,
104th (1995-1997),"WYNN, Albert Russell",MD,Democrat,House,https://history.house.gov/People/Detail/24158,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000784.jpg,
105th (1997-1999),"WYNN, Albert Russell",MD,Democrat,House,https://history.house.gov/People/Detail/24158,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000784.jpg,
106th (1999-2001),"WYNN, Albert Russell",MD,Democrat,House,https://history.house.gov/People/Detail/24158,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000784.jpg,
107th (2001-2003),"WYNN, Albert Russell",MD,Democrat,House,https://history.house.gov/People/Detail/24158,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000784.jpg,
108th (2003-2005),"WYNN, Albert Russell",MD,Democrat,House,https://history.house.gov/People/Detail/24158,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000784.jpg,
109th (2005-2007),"WYNN, Albert Russell",MD,Democrat,House,https://history.house.gov/People/Detail/24158,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000784.jpg,
110th (2007-2009),"WYNN, Albert Russell",MD,Democrat,House,https://history.house.gov/People/Detail/24158,https://historycms2.house.gov/uploadedImages/People/Listing/W/W000784.jpg,"Albert Russell Wynn resigned on May 31, 2008, and was succeeded by Donna F. Edwards on June 17, 2008."
104th (1995-1997),"CUMMINGS, Elijah Eugene",MD,Democrat,House,https://history.house.gov/People/Detail/11684,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000984.jpg,
105th (1997-1999),"CUMMINGS, Elijah Eugene",MD,Democrat,House,https://history.house.gov/People/Detail/11684,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000984.jpg,
106th (1999-2001),"CUMMINGS, Elijah Eugene",MD,Democrat,House,https://history.house.gov/People/Detail/11684,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000984.jpg,
107th (2001-2003),"CUMMINGS, Elijah Eugene",MD,Democrat,House,https://history.house.gov/People/Detail/11684,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000984.jpg,
108th (2003-2005),"CUMMINGS, Elijah Eugene",MD,Democrat,House,https://history.house.gov/People/Detail/11684,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000984.jpg,
109th (2005-2007),"CUMMINGS, Elijah Eugene",MD,Democrat,House,https://history.house.gov/People/Detail/11684,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000984.jpg,
110th (2007-2009),"CUMMINGS, Elijah Eugene",MD,Democrat,House,https://history.house.gov/People/Detail/11684,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000984.jpg,
111th (2009-2011),"CUMMINGS, Elijah Eugene",MD,Democrat,House,https://history.house.gov/People/Detail/11684,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000984.jpg,
112th (2011-2013),"CUMMINGS, Elijah Eugene",MD,Democrat,House,https://history.house.gov/People/Detail/11684,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000984.jpg,
113th (2013-2015),"CUMMINGS, Elijah Eugene",MD,Democrat,House,https://history.house.gov/People/Detail/11684,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000984.jpg,
114th (2015-2017),"CUMMINGS, Elijah Eugene",MD,Democrat,House,https://history.house.gov/People/Detail/11684,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000984.jpg,
115th (2017-2019),"CUMMINGS, Elijah Eugene",MD,Democrat,House,https://history.house.gov/People/Detail/11684,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000984.jpg,
116th (2019-2021),"CUMMINGS, Elijah Eugene",MD,Democrat,House,https://history.house.gov/People/Detail/11684,https://historycms2.house.gov/uploadedImages/People/Listing/C/C000984.jpg,
104th (1995-1997),"FATTAH, Chaka",PA,Democrat,House,https://history.house.gov/People/Detail/13018,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000043.jpg,
105th (1997-1999),"FATTAH, Chaka",PA,Democrat,House,https://history.house.gov/People/Detail/13018,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000043.jpg,
106th (1999-2001),"FATTAH, Chaka",PA,Democrat,House,https://history.house.gov/People/Detail/13018,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000043.jpg,
107th (2001-2003),"FATTAH, Chaka",PA,Democrat,House,https://history.house.gov/People/Detail/13018,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000043.jpg,
108th (2003-2005),"FATTAH, Chaka",PA,Democrat,House,https://history.house.gov/People/Detail/13018,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000043.jpg,
109th (2005-2007),"FATTAH, Chaka",PA,Democrat,House,https://history.house.gov/People/Detail/13018,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000043.jpg,
110th (2007-2009),"FATTAH, Chaka",PA,Democrat,House,https://history.house.gov/People/Detail/13018,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000043.jpg,
111th (2009-2011),"FATTAH, Chaka",PA,Democrat,House,https://history.house.gov/People/Detail/13018,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000043.jpg,
112th (2011-2013),"FATTAH, Chaka",PA,Democrat,House,https://history.house.gov/People/Detail/13018,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000043.jpg,
113th (2013-2015),"FATTAH, Chaka",PA,Democrat,House,https://history.house.gov/People/Detail/13018,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000043.jpg,
114th (2015-2017),"FATTAH, Chaka",PA,Democrat,House,https://history.house.gov/People/Detail/13018,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000043.jpg,"Chaka Fattah resigned on June 23, 2016."
104th (1995-1997),"FRAZER, Victor O.",VI,Independent,House,https://history.house.gov/People/Detail/13416,https://historycms2.house.gov/uploadedImages/People/Listing/F/F000351.jpg,
104th (1995-1997),"JACKSON, Jesse L., Jr.",IL,Democrat,House,https://history.house.gov/People/Detail/16055,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000283.jpg,
105th (1997-1999),"JACKSON, Jesse L., Jr.",IL,Democrat,House,https://history.house.gov/People/Detail/16055,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000283.jpg,
106th (1999-2001),"JACKSON, Jesse L., Jr.",IL,Democrat,House,https://history.house.gov/People/Detail/16055,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000283.jpg,
107th (2001-2003),"JACKSON, Jesse L., Jr.",IL,Democrat,House,https://history.house.gov/People/Detail/16055,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000283.jpg,
108th (2003-2005),"JACKSON, Jesse L., Jr.",IL,Democrat,House,https://history.house.gov/People/Detail/16055,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000283.jpg,
109th (2005-2007),"JACKSON, Jesse L., Jr.",IL,Democrat,House,https://history.house.gov/People/Detail/16055,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000283.jpg,
110th (2007-2009),"JACKSON, Jesse L., Jr.",IL,Democrat,House,https://history.house.gov/People/Detail/16055,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000283.jpg,
111th (2009-2011),"JACKSON, Jesse L., Jr.",IL,Democrat,House,https://history.house.gov/People/Detail/16055,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000283.jpg,
112th (2011-2013),"JACKSON, Jesse L., Jr.",IL,Democrat,House,https://history.house.gov/People/Detail/16055,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000283.jpg,
104th (1995-1997),"JACKSON LEE, Sheila",TX,Democrat,House,https://history.house.gov/People/Detail/15730,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000032.jpg,
105th (1997-1999),"JACKSON LEE, Sheila",TX,Democrat,House,https://history.house.gov/People/Detail/15730,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000032.jpg,
106th (1999-2001),"JACKSON LEE, Sheila",TX,Democrat,House,https://history.house.gov/People/Detail/15730,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000032.jpg,
107th (2001-2003),"JACKSON LEE, Sheila",TX,Democrat,House,https://history.house.gov/People/Detail/15730,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000032.jpg,
108th (2003-2005),"JACKSON LEE, Sheila",TX,Democrat,House,https://history.house.gov/People/Detail/15730,https://historycms2.house.gov/uploadedImages/People/Listing/J/J000032.jpg,
